SHAPE,sigma,r,adiabatic_time,resamples,overlap,success_prob,dt
44,1.0,0,0,25,0.8415194457655122,1.0000000000000004,0.1
44,1.0,0,0.0,25,0.8415194457655122,1.0000000000000004,0.1
44,1.0,1,0.0,25,0.8690834825452953,0.9654197299239399,0.1
44,1.0,2,0.0,25,0.8814208120880612,0.951263185775008,0.1
44,1.0,3,0.0,25,0.9007427313326569,0.9302844131568045,0.1
44,1.0,0,1.0,25,0.8492511993081757,0.9999999999999993,0.1
44,1.0,1,1.0,25,0.8737678863766039,0.9683372371679745,0.1
44,1.0,0,2.0,25,0.8700603165713012,1.0000000000000002,0.1
44,1.0,4,0.0,25,0.9146026610016017,0.9163255852669329,0.1
44,1.0,1,2.0,25,0.8835991919238341,0.980724333456655,0.1
44,1.0,2,1.0,25,0.8901137095062822,0.9491635277750881,0.1
44,1.0,2,2.0,25,0.9028324786634082,0.9592483078799766,0.1
44,1.0,3,1.0,25,0.9047893657514523,0.9343338859570087,0.1
44,1.0,3,2.0,25,0.9159148127114404,0.9453195219655591,0.1
44,1.0,0,3.0,25,0.8975875867370676,0.9999999999999992,0.1
44,1.0,1,3.0,25,0.9129656928519679,0.9786835271882537,0.1
44,1.0,0,4.0,25,0.9253647525847677,1.0000000000000033,0.1
44,1.0,5,0.0,25,0.927564046915142,0.9038069346359963,0.1
44,1.0,4,1.0,25,0.9174549741942061,0.9220136921865789,0.1
44,1.0,1,4.0,25,0.9375638044216271,0.983421309862587,0.1
44,1.0,2,3.0,25,0.9213757569339248,0.9694963636811824,0.1
44,1.0,0,5.0,25,0.9493094590408738,0.9999999999999986,0.1
44,1.0,4,2.0,25,0.924861050201735,0.9368037130304754,0.1
44,1.0,1,5.0,25,0.9557087606947574,0.9888452431548177,0.1
44,1.0,2,4.0,25,0.9444722749884616,0.9749597622840608,0.1
44,1.0,0,6.0,25,0.9680090220409906,0.9999999999999998,0.1
44,1.0,3,3.0,25,0.9428748865873163,0.9477206917557937,0.1
44,1.0,2,5.0,25,0.9600979394213759,0.9827971706171416,0.1
44,1.0,1,6.0,25,0.9719015249867807,0.9925946704575247,0.1
