SHAPE,sigma,r,adiabatic_time,resamples,overlap,success_prob,dt
3232,1.0,0,1.0,1,0.6744228376750108,0.9999999999999933,0.1
3232,1.0,0,2.0,1,0.6902447337439606,0.999999999999994,0.1
3232,1.0,0,3.0,1,0.7113316095434915,0.9999999999999932,0.1
3232,1.0,0,4.0,1,0.7330746214895912,1.000000000000006,0.1
3232,2.0,0,1.0,1,0.6744228376750108,0.9999999999999933,0.1
3232,1.0,0,5.0,1,0.7527980270893108,0.9999999999999949,0.1
3232,2.0,0,3.0,1,0.7113316095434915,0.9999999999999932,0.1
3232,2.0,0,5.0,1,0.7527980270893108,0.9999999999999949,0.1
3232,1.0,0,0.0,1,0.6685556108490838,0.9999999999999944,0.1
3232,2.0,0,0.0,1,0.6685556108490838,0.9999999999999944,0.1
3232,1.0,1,1.0,1,0.7965738022078397,0.36838603831787764,0.1
3232,1.0,1,2.0,1,0.6968039526338131,0.7053970096096727,0.1
3232,1.0,1,3.0,1,0.7113316095434914,0.3288333416561696,0.1
3232,2.0,1,1.0,1,0.6839421514993761,0.985845525394183,0.1
3232,1.0,1,4.0,1,0.7330746214895915,0.30595511471032805,0.1
3232,1.0,1,5.0,1,0.7713711858693021,0.9320346121416189,0.1
3232,2.0,1,3.0,1,0.7221097095635247,0.9808769075267317,0.1
3232,2.0,1,5.0,1,0.7682755874149877,0.7864913310153039,0.1
3232,1.0,2,1.0,1,0.7837233591806141,0.5262912118890998,0.1
3232,1.0,2,2.0,1,0.807207646099332,0.35184189919537223,0.1
3232,1.0,2,3.0,1,0.8114126722595073,0.5022362214243316,0.1
3232,2.0,2,1.0,1,0.7586158428423341,0.5213195760514336,0.1
3232,1.0,2,4.0,1,0.7407658529726544,0.6418344542981945,0.1
3232,1.0,2,5.0,1,0.7596110704381915,0.6811805652272743,0.1
3232,2.0,2,3.0,1,0.8438172402813044,0.5384726795299122,0.1
3232,2.0,2,5.0,1,0.8033400917719639,0.5270822467282102,0.1
3232,1.0,1,0.0,1,0.7783752204446013,0.41478411429336615,0.1
3232,2.0,1,0.0,1,0.8042282719553149,0.7504013939750325,0.1
3232,1.0,3,1.0,1,0.6982498446767412,0.6541926665505813,0.1
3232,1.0,3,2.0,1,0.7993190182826319,0.5844806694848099,0.1
3232,1.0,3,3.0,1,0.7698457550822809,0.6807852883833763,0.1
3232,1.0,3,4.0,1,0.7532039771645924,0.7001583217363302,0.1
3232,2.0,3,1.0,1,0.7830389418481356,0.5886632421892899,0.1
3232,2.0,3,3.0,1,0.8301754662330108,0.6205665765840617,0.1
3232,1.0,3,5.0,1,0.7808763086975712,0.6977791543731112,0.1
3232,2.0,3,5.0,1,0.7868242833157014,0.7266650741990756,0.1
3232,1.0,4,1.0,1,0.7434177983557951,0.6505736724755862,0.1
3232,1.0,4,2.0,1,0.7625829490796798,0.6807819317267697,0.1
3232,1.0,4,3.0,1,0.7740124875744384,0.5837742771517734,0.1
3232,1.0,2,0.0,1,0.6843618293992599,0.747032189179527,0.1
3232,1.0,4,4.0,1,0.7775790652440564,0.5977302775954615,0.1
3232,2.0,4,1.0,1,0.8538160650696781,0.5435156771312011,0.1
3232,1.0,4,5.0,1,0.761553317301016,0.6715228729124474,0.1
