SHAPE,sigma,r,adiabatic_time,resamples,overlap,success_prob,dt
1616,1.5,3,0.5,25,0.8227634173550156,0.8057139836483853,0.1
1616,1.0,2,6.0,25,0.8502524366171014,0.9055948430376052,0.1
1616,1.5,3,0.0,25,0.8270014839556561,0.8007438293826481,0.1
1616,1.0,2,7.0,25,0.8621849476859784,0.9039506822604574,0.1
1616,1.0,2,9.0,25,0.8873868155097523,0.9082765676915752,0.1
1616,1.0,0,10.0,25,0.8886449037876517,0.9999999999999912,0.1
1616,1.0,0,11.0,25,0.8987851124372922,0.999999999999999,0.1
1616,1.0,1,10.0,25,0.895124120761456,0.9158352026840274,0.1
1616,1.0,0,12.0,25,0.9080820093286295,0.9999999999999984,0.1
1616,1.0,0,13.0,25,0.9166259312019321,1.0000000000000027,0.1
1616,1.0,0,15.0,25,0.9317758869933012,0.9999999999999928,0.1
1616,1.0,0,14.0,25,0.9244984076920238,1.0000000000000038,0.1
1616,2.0,0,10.0,25,0.8886449037876517,0.9999999999999912,0.1
1616,1.0,0,16.0,25,0.9385257257615,1.000000000000007,0.1
1616,2.0,0,12.0,25,0.9080820093286295,0.9999999999999984,0.1
1616,2.0,0,14.0,25,0.9244984076920238,1.0000000000000038,0.1
1616,2.0,0,16.0,25,0.9385257257615,1.000000000000007,0.1
1616,1.0,1,11.0,25,0.905051857044231,0.901523052854905,0.1
1616,1.0,1,12.0,25,0.9111437717667071,0.9339723401675029,0.1
1616,1.0,2,10.0,25,0.8952178679563914,0.9240930513667764,0.1
1616,1.0,1,13.0,25,0.9208772579670452,0.9278678248530631,0.1
1616,1.0,1,14.0,25,0.9278486511990133,0.9303119141142889,0.1
1616,1.0,1,15.0,25,0.9355047675058171,0.9306826650427933,0.1
1616,2.0,1,10.0,25,0.8970086614289874,0.9301599648471863,0.1
1616,1.0,1,16.0,25,0.9411729088748463,0.9263907948519056,0.1
1616,2.0,1,12.0,25,0.9167685027703071,0.9296855988934024,0.1
1616,1.0,2,11.0,25,0.9053108816064023,0.8969636507086177,0.1
1616,2.0,1,16.0,25,0.9451503744771498,0.9036967313127573,0.1
1616,2.0,1,14.0,25,0.9365123722283883,0.9094063372637373,0.1
1616,1.0,2,12.0,25,0.9153980705712462,0.908959916680399,0.1
1616,1.0,2,13.0,25,0.9215091826690948,0.9100156435884326,0.1
1616,1.0,2,15.0,25,0.9352443176633094,0.9102486082385918,0.1
1616,1.0,2,14.0,25,0.9280887768004717,0.8987580220175362,0.1
1616,1.0,3,10.0,25,0.8989576045751045,0.9014675654723727,0.1
1616,1.0,2,16.0,25,0.9425611116456425,0.9040746217783574,0.1
1616,1.0,3,11.0,25,0.9050836524085826,0.9009070454784116,0.1
1616,2.0,2,12.0,25,0.9212137111908166,0.8956570732455269,0.1
1616,2.0,2,10.0,25,0.9095442412150818,0.8890458440484039,0.1
1616,1.0,3,12.0,25,0.9154198559509721,0.9014867319167185,0.1
1616,1.0,3,13.0,25,0.921362921913688,0.901443588941404,0.1
1616,2.0,2,16.0,25,0.9458314626441141,0.8918577666092871,0.1
1616,1.0,3,15.0,25,0.936315202898193,0.9129192712998997,0.1
1616,1.0,3,14.0,25,0.9285303035148094,0.9145618247541153,0.1
1616,2.0,2,14.0,25,0.9367622427000448,0.9175376623896072,0.1
1616,1.0,3,16.0,25,0.9415301180769227,0.9125755259271634,0.1
1616,1.0,4,10.0,25,0.8970470773933771,0.9059649096244232,0.1
1616,1.0,4,11.0,25,0.9064118993153787,0.9118354738678569,0.1
1616,2.0,3,12.0,25,0.9236712360628401,0.8988446634592385,0.1
1616,1.0,4,13.0,25,0.9219514292581142,0.9117631818352804,0.1
1616,1.0,4,12.0,25,0.915168124900599,0.9102421818947677,0.1
1616,1.0,4,15.0,25,0.935736781721394,0.9077626745367908,0.1
1616,2.0,3,16.0,25,0.9483245165976476,0.9014047265969832,0.1
1616,2.0,3,10.0,25,0.9145470672121256,0.8911455403296301,0.1
1616,1.0,4,16.0,25,0.9427845190081348,0.9123633066517176,0.1
1616,1.0,4,14.0,25,0.9289907086955204,0.9136038183509314,0.1
1616,2.0,3,14.0,25,0.9356441894394761,0.9040654421133271,0.1
1616,1.0,5,10.0,25,0.900855199176637,0.905372407509011,0.1
1616,1.0,5,11.0,25,0.9073762191076992,0.9081105400606374,0.1
1616,2.0,4,12.0,25,0.9296593806835115,0.8938466928242176,0.1
1616,1.0,5,13.0,25,0.9224241436945233,0.90792335567305,0.1
1616,1.0,5,12.0,25,0.9150045854232189,0.9088427645635381,0.1
1616,1.0,5,15.0,25,0.9358345567779747,0.9118594824810073,0.1
1616,2.0,4,16.0,25,0.9476130565731596,0.9076408371109281,0.1
1616,1.0,5,16.0,25,0.9430810288810864,0.9111247482788789,0.1
1616,2.0,4,10.0,25,0.9197872889579973,0.8895402695094131,0.1
1616,1.0,5,14.0,25,0.9313533101155264,0.9136012939649452,0.1
1616,2.0,4,14.0,25,0.937415200620527,0.9017241914109311,0.1
1616,1.0,6,11.0,25,0.9079393987810687,0.9080468285934206,0.1
1616,2.0,5,12.0,25,0.9281693894168415,0.8984409905624743,0.1
1616,2.0,5,16.0,25,0.9506016593561097,0.9035656812212587,0.1
1616,2.0,5,10.0,25,0.9217792175524889,0.8774588500200833,0.1
1616,1.0,6,13.0,25,0.923278758977349,0.9116275893287753,0.1
1616,1.0,6,15.0,25,0.9363116510831979,0.9130517285775362,0.1
1616,2.0,5,14.0,25,0.939695605047281,0.9051423481106393,0.1
1616,1.0,6,16.0,25,0.9437958270251896,0.9134160375451335,0.1
1616,1.0,6,10.0,25,0.8995008274473559,0.9069937578185815,0.1
1616,1.0,6,12.0,25,0.9164016749685666,0.9105206057817486,0.1
1616,1.0,6,14.0,25,0.9300565667950762,0.9092842009432787,0.1
1616,2.0,6,10.0,25,0.9198612668133934,0.8885813366170247,0.1
1616,2.0,6,16.0,25,0.9522989190796229,0.9058317996395843,0.1
1616,2.0,6,14.0,25,0.9435769362406551,0.9009486499581641,0.1
1616,1.0,7,11.0,25,0.9082203055681355,0.9091506477417761,0.1
1616,1.0,7,10.0,25,0.9010726904299294,0.9088714171199682,0.1
1616,1.0,7,15.0,25,0.9380131089478215,0.9142761821261739,0.1
1616,1.0,7,13.0,25,0.923829354655389,0.9135613169793608,0.1
1616,1.0,7,14.0,25,0.9311995170783236,0.9152388720903022,0.1
1616,1.0,7,12.0,25,0.9170385241763296,0.9108951264393705,0.1
1616,1.0,7,16.0,25,0.9429129933301814,0.9135621854393773,0.1
1616,2.0,7,16.0,25,0.9530998869504064,0.9027312161345663,0.1
1616,1.0,0,30.0,25,0.9938981008284468,0.999999999999999,0.1
1616,2.0,7,10.0,25,0.9239338000764792,0.8840576904868107,0.1
1616,1.0,0,11.0,1,0.8987851124372922,0.9999999999999989,0.1
1616,1.0,1,11.0,1,0.8999499056231277,0.9970073199878995,0.1
1616,2.0,7,14.0,25,0.9436722890980656,0.8992583097787905,0.1
1616,1.0,2,11.0,1,0.905578470288761,0.934351090918409,0.1
1616,1.0,3,11.0,1,0.9096560619849017,0.9087581341219004,0.1
1616,1.0,4,11.0,1,0.911477366739015,0.9072305177388246,0.1
1616,1.0,5,11.0,1,0.909151792497583,0.9007598398662131,0.1
1616,1.0,6,11.0,1,0.9116837667163381,0.9054799929096697,0.1
1616,1.0,0,10.0,1,0.8886449037876517,0.9999999999999911,0.1
1616,1.0,0,5.0,1,0.8168796914498113,1.0000000000000044,0.1
1616,1.0,0,7.0,1,0.851377536327352,0.9999999999999967,0.1
1616,1.0,0,6.0,1,0.8354573128616761,1.0000000000000036,0.1
1616,1.0,0,8.0,1,0.8652330665802475,0.9999999999999931,0.1
1616,1.0,0,10.0,1,0.8886449037876517,0.9999999999999911,0.1
1616,1.0,0,9.0,1,0.8775344559092645,0.9999999999999971,0.1
1616,2.0,0,7.0,1,0.851377536327352,0.9999999999999967,0.1
1616,2.0,0,6.0,1,0.8354573128616761,1.0000000000000036,0.1
1616,1.0,1,10.0,1,0.8910639328837769,0.9906957405326757,0.1
1616,1.0,1,5.0,1,0.8248964600331471,0.9057980401019942,0.1
1616,1.0,1,6.0,1,0.8572000264060947,0.7660255933850759,0.1
1616,1.0,1,7.0,1,0.8631331369091904,0.8161527171337806,0.1
1616,1.0,7,11.0,1,0.9079669043588903,0.9117302943340545,0.1
1616,1.0,1,8.0,1,0.8685254777441473,0.99010221749009,0.1
1616,1.0,1,9.0,1,0.8795138961214857,0.9937039038193263,0.1
1616,2.0,1,7.0,1,0.8514497906805718,0.9998465874999588,0.1
1616,1.0,1,10.0,1,0.8979543135665409,0.8815517111707227,0.1
1616,2.0,1,6.0,1,0.8871030198512492,0.7386975614225008,0.1
1616,1.0,2,5.0,1,0.8330436031641856,0.8326784222823289,0.1
1616,1.0,2,10.0,1,0.8944264967356174,0.9138195500910687,0.1
1616,1.0,2,7.0,1,0.8646589843037655,0.895071432220156,0.1
1616,1.0,2,6.0,1,0.8595421561735624,0.8696478792963398,0.1
1616,1.0,2,8.0,1,0.8712256186535,0.9167327388052939,0.1
1616,1.0,2,9.0,1,0.8888287162476223,0.8748321009751455,0.1
1616,2.0,2,7.0,1,0.905914610276453,0.8633052679077176,0.1
1616,1.0,2,10.0,1,0.8998243716312322,0.924690489621369,0.1
1616,2.0,2,6.0,1,0.8907340093870577,0.8751066843584423,0.1
1616,1.0,3,5.0,1,0.8457049898502428,0.8684608844783128,0.1
1616,1.0,3,10.0,1,0.9055643408264051,0.9052911231623398,0.1
1616,1.0,3,7.0,1,0.8580682587335349,0.8972606611691542,0.1
1616,1.0,3,6.0,1,0.8425542774091663,0.907466600570645,0.1
1616,1.0,3,8.0,1,0.8831374380901039,0.805168568689898,0.1
1616,2.0,3,7.0,1,0.8795873332581389,0.8716402915238155,0.1
1616,1.0,3,9.0,1,0.891267385920727,0.9013456740638279,0.1
1616,1.0,3,10.0,1,0.8949908947449295,0.9150327124095096,0.1
1616,2.0,3,6.0,1,0.8918048587873344,0.8608066138230827,0.1
1616,1.0,4,5.0,1,0.8552786692982152,0.8749913532295545,0.1
1616,1.0,4,7.0,1,0.8667756176284134,0.8939594728479949,0.1
1616,1.0,4,6.0,1,0.8508664340688601,0.9062085717588744,0.1
1616,1.0,4,10.0,1,0.8995247621934728,0.9136242496362896,0.1
1616,1.0,4,8.0,1,0.8828021450429838,0.8974306862725897,0.1
1616,1.0,4,9.0,1,0.8786487722450879,0.9079615650990668,0.1
1616,2.0,4,7.0,1,0.8872911670433734,0.8907612151330276,0.1
1616,2.0,4,6.0,1,0.8917582989375014,0.8406553904726626,0.1
1616,1.0,5,5.0,1,0.8572232146154942,0.8598495552120125,0.1
1616,1.0,4,10.0,1,0.8990796732846904,0.9171621093145673,0.1
1616,1.0,5,6.0,1,0.8489629941506063,0.9068575999734437,0.1
1616,1.0,5,7.0,1,0.8591312266683344,0.9074758064475243,0.1
1616,1.0,5,10.0,1,0.901144557241201,0.9082367213337237,0.1
1616,1.0,5,8.0,1,0.8727600145511538,0.9133902437540136,0.1
1616,1.0,5,9.0,1,0.892746078724004,0.904633906554807,0.1
1616,2.0,5,6.0,1,0.9173980093395305,0.8301585953490802,0.1
1616,1.0,6,5.0,1,0.8521839238061352,0.8825478932984835,0.1
1616,2.0,5,7.0,1,0.8972602292823054,0.8723405852683782,0.1
1616,1.0,5,10.0,1,0.8999883246268279,0.906976500788556,0.1
1616,1.0,8,11.0,1,0.9047570962051963,0.9124610762355074,0.1
1616,1.0,6,6.0,1,0.8684078434625687,0.8844278082134118,0.1
1616,1.0,6,7.0,1,0.8639790602359555,0.90621675576242,0.1
1616,1.0,6,10.0,1,0.9020496969985338,0.9074111130780463,0.1
1616,1.0,6,8.0,1,0.8695306464654949,0.9135117503467417,0.1
1616,1.0,6,9.0,1,0.900984481930617,0.8969821083310895,0.1
1616,1.0,6,10.0,1,0.8941847787759226,0.9139897078158379,0.1
1616,2.0,6,6.0,1,0.9268406941867139,0.8266008586733685,0.1
1616,2.0,6,7.0,1,0.9191686016176295,0.8521875612786427,0.1
1616,1.0,7,5.0,1,0.8578325784694866,0.8767057072350225,0.1
1616,1.0,7,6.0,1,0.8703961705637285,0.8802979040081728,0.1
1616,1.0,7,7.0,1,0.8833384560436314,0.8972956001377902,0.1
1616,1.0,7,9.0,1,0.8815069672222217,0.915474428860337,0.1
1616,1.0,7,8.0,1,0.888476750545835,0.8941654957721168,0.1
1616,1.0,7,10.0,1,0.9069946657118519,0.9002637731118446,0.1
1616,2.0,7,6.0,1,0.875833132913084,0.8689955760198597,0.1
1616,1.0,7,10.0,1,0.9017891072123096,0.9020599272013925,0.1
1616,2.0,7,7.0,1,0.9109720355620494,0.8547027376039386,0.1
1616,1.0,0,0.5,1,0.7262752397486409,1.0000000000000024,0.1
1616,1.0,0,1.0,1,0.7311007701364479,1.000000000000001,0.1
1616,1.0,0,1.5,1,0.7386817044345911,0.9999999999999991,0.1
1616,1.0,0,2.0,1,0.7484091632854404,0.9999999999999998,0.1
1616,1.0,0,0.0,1,0.7246847811778269,1.0000000000000016,0.1
1616,1.0,1,0.5,1,0.8046351347253695,0.8267797348019339,0.1
1616,1.0,1,1.0,1,0.7510069586964858,0.9643532941924927,0.1
1616,1.0,1,1.5,1,0.7531325371895724,0.9263538455236596,0.1
1616,1.0,1,2.0,1,0.7536269138944407,0.9819870814075657,0.1
1616,1.0,8,5.0,1,0.8318812521169168,0.9032578644239336,0.1
1616,1.0,8,6.0,1,0.8681017424439323,0.8857150071448922,0.1
1616,1.0,2,0.5,1,0.7807047751756633,0.8476276615787117,0.1
1616,1.0,2,1.0,1,0.7637870364743228,0.8912936085157667,0.1
1616,1.0,2,1.5,1,0.7505944522175099,0.8928266738025035,0.1
1616,1.0,2,2.0,1,0.776338431136416,0.9042914965582168,0.1
1616,1.0,1,0.0,1,0.7351570153613163,0.9705119659620829,0.1
1616,1.0,3,0.5,1,0.7489277171013109,0.8802332283242393,0.1
1616,1.0,8,9.0,1,0.8947333896893911,0.9008337306736157,0.1
1616,1.0,3,1.0,1,0.8034462419767985,0.8491811424298038,0.1
1616,1.0,3,1.5,1,0.7940694404529154,0.8565206405262604,0.1
1616,1.0,3,2.0,1,0.750364089939663,0.9153503695355897,0.1
1616,1.0,8,7.0,1,0.8908308406727123,0.8794703347921777,0.1
1616,1.0,4,0.5,1,0.7369135660274998,0.8946461211559233,0.1
1616,1.0,8,8.0,1,0.8803039880973084,0.9033642969237156,0.1
1616,1.0,4,1.0,1,0.7851582396661797,0.8490087789346805,0.1
1616,1.0,4,1.5,1,0.7885508250503019,0.8732949294836231,0.1
1616,2.0,8,7.0,1,0.9208044039184167,0.8423378208211526,0.1
1616,1.0,4,2.0,1,0.8008443722427121,0.8789171337019255,0.1
1616,1.0,2,0.0,1,0.8464252791025828,0.8170890767724154,0.1
1616,1.0,8,10.0,1,0.9047156091195221,0.903284914983911,0.1
1616,1.0,8,10.0,1,0.9028427449789101,0.9009645383486509,0.1
1616,2.0,8,6.0,1,0.9341089429156736,0.8226329983350318,0.1
1616,1.0,5,0.5,1,0.8159715945695024,0.8158744673624787,0.1
1616,1.0,5,1.0,1,0.8038010008678762,0.8378025432252031,0.1
1616,1.0,5,1.5,1,0.8081788011464337,0.8378987046778583,0.1
1616,1.0,5,2.0,1,0.7903974407937036,0.8751880138449166,0.1
1616,1.0,3,0.0,1,0.816803305308057,0.7945980217170184,0.1
1616,1.0,6,0.5,1,0.863820853849659,0.776344820090107,0.1
1616,1.0,6,2.0,1,0.7612305001285997,0.9049102349034709,0.1
1616,1.0,6,1.5,1,0.8017384762938883,0.848528464214348,0.1
1616,1.0,6,1.0,1,0.8480839448839865,0.7940011761642041,0.1
1616,1.0,4,0.0,1,0.8033102272152063,0.8246248845709767,0.1
1616,1.0,7,0.5,1,0.8056354186279935,0.8292735896559656,0.1
1616,1.0,7,2.0,1,0.7723261903500774,0.8896184595339119,0.1
1616,1.0,5,0.0,1,0.8000023203800287,0.826071844754169,0.1
1616,1.0,7,1.0,1,0.8816323444248164,0.7606949411054711,0.1
1616,1.0,7,1.5,1,0.8665721332361664,0.7833314670225198,0.1
1616,1.0,6,0.0,1,0.829515821699684,0.800932842843819,0.1
1616,1.0,9,11.0,1,0.9067239179373668,0.9155469193079123,0.1
1616,1.0,7,0.0,1,0.8170695522412361,0.815480768101874,0.1
1616,1.0,8,0.5,1,0.8312656039087822,0.8023030138170193,0.1
1616,1.0,8,1.5,1,0.8468090858176842,0.8006806907270557,0.1
1616,1.0,8,2.0,1,0.8447287684530114,0.8120403739214269,0.1
1616,1.0,8,1.0,1,0.8006216034909508,0.8396433103067401,0.1
1616,1.0,8,0.0,1,0.7684380047450021,0.876197872953614,0.1
1616,1.0,9,9.0,1,0.8984740515453604,0.8985531928875501,0.1
1616,1.0,9,10.0,1,0.9085856184568809,0.899086316087039,0.1
1616,1.0,9,5.0,1,0.8573008958716175,0.8778210287138011,0.1
1616,1.0,9,6.0,1,0.864939059368949,0.8880246594487997,0.1
1616,1.0,9,7.0,1,0.8889864064308214,0.8800850183515717,0.1
1616,2.0,9,6.0,1,0.965281388016849,0.8000427782875289,0.1
1616,2.0,9,7.0,1,0.9217705526218639,0.8493150150444051,0.1
1616,1.0,9,8.0,1,0.879447746632102,0.9043920773546945,0.1
1616,1.0,9,0.5,1,0.8540134505344146,0.7823226456068473,0.1
1616,1.0,9,1.5,1,0.8613900080196827,0.7890570097252033,0.1
1616,1.0,9,10.0,1,0.9077680486805543,0.8991020175709353,0.1
1616,1.0,9,1.0,1,0.8450664873337407,0.7951970485459857,0.1
1616,1.0,9,2.0,1,0.7952138428030763,0.8647730661958385,0.1
1616,1.0,9,0.0,1,0.8393467524000864,0.794104902498529,0.1
1616,1.0,8,16.0,25,0.9439295942435907,0.9140058148469251,0.1
1616,1.0,0,2.0,1,0.7484091632854404,0.9999999999999998,0.1
1616,1.0,0,4.0,1,0.795298882929076,1.0000000000000007,0.1
1616,1.0,0,5.0,1,0.8168796914498113,1.0000000000000044,0.1
1616,2.0,0,4.0,1,0.795298882929076,1.0000000000000007,0.1
1616,2.0,0,5.0,1,0.8168796914498113,1.0000000000000044,0.1
1616,1.0,0,0.0,1,0.7246847811778269,1.0000000000000016,0.1
1616,1.0,1,2.0,1,0.7535077765642485,0.9535590485616156,0.1
1616,1.0,1,4.0,1,0.80967229081408,0.8110958601572047,0.1
1616,1.0,1,5.0,1,0.8252868929807458,0.8162142549189861,0.1
1616,2.0,1,4.0,1,0.879864482056897,0.8450392631522958,0.1
1616,2.0,1,5.0,1,0.8747584263123267,0.9338339072953097,0.1
1616,1.0,2,2.0,1,0.8280210337018249,0.820039436036819,0.1
1616,1.0,1,0.0,1,0.7570195894392062,0.9455688619108555,0.1
1616,1.0,2,4.0,1,0.8243140066254898,0.8609063249755956,0.1
1616,1.0,2,5.0,1,0.822614677769331,0.8843176661907418,0.1
1616,2.0,2,4.0,1,0.7969437846331966,0.87699845834403,0.1
1616,1.0,3,2.0,1,0.7738646877738966,0.8948754818033757,0.1
1616,2.0,2,5.0,1,0.8791916907101704,0.8329532401858618,0.1
1616,1.0,3,4.0,1,0.8070240885711444,0.9125597602211936,0.1
1616,1.0,2,0.0,1,0.8210794549160896,0.7913483400574705,0.1
