1,5,10,15
0.9633425098787686,0.9969108357328923,0.9974774559264645,0.9982035474656269
0.8723985710362401,0.9916776496268839,0.9987259494504368,0.9355011633763589
0.9074308109127917,0.9927551587030293,0.9905694069152813,0.997474117189101
0.9313826357824243,0.9981839703368635,0.9910043626891208,0.9974715209164337
0.9632463164150519,0.9841715413758777,0.8683650284992521,0.9522599145412786
0.8936896844165026,0.9983620416198541,0.9927231437196773,0.9924010964782678
0.960409386649974,0.9580157622037998,0.9956367331872874,0.9981788919769904
0.8675019559906878,0.9806116150895957,0.9885021667382761,0.9814667158332148
0.8977489665724566,0.997428633019962,0.9974503696396267,0.8162574454101374
0.9747829057008407,0.9768030746538138,0.9923136568227854,0.9749853334671853
0.8976408787240407,0.9952808811494888,0.9981844034505496,0.9963874028694985
